"symbol_mm","symbol_hs"
"Zfat","ZFAT"
"Khdrbs3","KHDRBS3"
"Trappc9","TRAPPC9"
"Chrac1","CHRAC1"
"Ago2","AGO2"
"Ptk2","PTK2"
"Dennd3","DENND3"
"Slc45a4","SLC45A4"
"Gpr20","GPR20"
"Ptp4a3","PTP4A3"
"Arc","ARC"
"Jrk","JRK"
"Psca","PSCA"
"Them6","THEM6"
"Slurp1","SLURP1"
"Lypd2","LYPD2"
"Ly6d","LY6D"
"Ly6k","LY6K"
"Ly6e","LY6E"
"Ly6h","LY6H"
"Gpihbp1","GPIHBP1"
"Zfp41","ZFP41"
"Top1mt","TOP1MT"
"Rhpn1","RHPN1"
"Mafa","MAFA"
"Zc3h3","ZC3H3"
"Gsdmd","GSDMD"
"Naprt","NAPRT"
"Eef1d","EEF1D"
"Tigd5","TIGD5"
"Pycrl","PYCR3"
"Zfp623","ZNF623"
"Mapk15","MAPK15"
"Fam83h","FAM83H"
"Iqank1","IQANK1"
"Scrib","SCRIB"
"Puf60","PUF60"
"Nrbp2","NRBP2"
"Eppk1","EPPK1"
"Plec","PLEC"
"Parp10","PARP10"
"Grina","GRINA"
"Oplah","OPLAH"
"Exosc4","EXOSC4"
"Gpaa1","GPAA1"
"Cyc1","CYC1"
"Sharpin","SHARPIN"
"Maf1","MAF1"
"Hgh1","HGH1"
"Mroh1","MROH1"
"Bop1","BOP1"
"Scx","SCX"
"Hsf1","HSF1"
"Dgat1","DGAT1"
"Fbxl6","FBXL6"
"Adck5","ADCK5"
"Cpsf1","CPSF1"
"Slc39a4","SLC39A4"
"Vps28","VPS28"
"Tonsl","TONSL"
"Cyhr1","ZFTRAF1"
"Kifc2","KIFC2"
"Ppp1r16a","PPP1R16A"
"Gpt","GPT"
"Mfsd3","MFSD3"
"Recql4","RECQL4"
"Lrrc14","LRRC14"
"Lrrc24","LRRC24"
"C030006K11Rik","C8orf82"
"Arhgap39","ARHGAP39"
"Zfp251","ZNF251"
"Zfp7","ZNF7"
"Commd5","COMMD5"
"Zfp647","ZNF250"
"1110038F14Rik","C8orf33"
"Mb","MB"
"Apol6","APOL6"
"Rbfox2","RBFOX2"
"Myh9","MYH9"
"Txn2","TXN2"
"Foxred2","FOXRED2"
"Eif3d","EIF3D"
"Ift27","IFT27"
"Pvalb","PVALB"
"Ncf4","NCF4"
"Tst","TST"
"Mpst","MPST"
"Kctd17","KCTD17"
"Tmprss6","TMPRSS6"
"Il2rb","IL2RB"
"C1qtnf6","C1QTNF6"
"Rac2","RAC2"
"Cyth4","CYTH4"
"Mfng","MFNG"
"Card10","CARD10"
"Cdc42ep1","CDC42EP1"
"Lgals2","LGALS2"
"Gga1","GGA1"
"Sh3bp1","SH3BP1"
"Pdxp","PDXP"
"Lgals1","LGALS1"
"Nol12","NOL12"
"Triobp","TRIOBP"
"H1f0","H1-0"
"Gcat","GCAT"
"Ankrd54","ANKRD54"
"Eif3l","EIF3L"
"Micall1","MICALL1"
"1700088E04Rik","C22orf23"
"Polr2f","POLR2F"
"Sox10","SOX10"
"Pick1","PICK1"
"Baiap2l2","BAIAP2L2"
"Pla2g6","PLA2G6"
"Maff","MAFF"
"Tmem184b","TMEM184B"
"Csnk1e","CSNK1E"
"Kdelr3","KDELR3"
"Ddx17","DDX17"
"Dmc1","DMC1"
"Fam227a","FAM227A"
"Cby1","CBY1"
"Tomm22","TOMM22"
"Josd1","JOSD1"
"Gtpbp1","GTPBP1"
"Sun2","SUN2"
"Nptxr","NPTXR"
"Cbx6","CBX6"
"Apobec3","APOBEC3H"
"Cbx7","CBX7"
"Pdgfb","PDGFB"
"Syngr1","SYNGR1"
"Tab1","TAB1"
"Mgat3","MGAT3"
"Mief1","MIEF1"
"Atf4","ATF4"
"Cacna1i","CACNA1I"
"Grap2","GRAP2"
"Fam83f","FAM83F"
"Tnrc6b","TNRC6B"
"Adsl","ADSL"
"Sgsm3","SGSM3"
"Mrtfa","MRTFA"
"Mchr1","MCHR1"
"Slc25a17","SLC25A17"
"St13","ST13"
"Xpnpep3","XPNPEP3"
"Rbx1","RBX1"
"Ep300","EP300"
"L3mbtl2","L3MBTL2"
"Chadl","CHADL"
"Rangap1","RANGAP1"
"Zc3h7b","ZC3H7B"
"Tef","TEF"
"Tob2","TOB2"
"Phf5a","PHF5A"
"Aco2","ACO2"
"Polr3h","POLR3H"
"Csdc2","CSDC2"
"Pmm1","PMM1"
"Xrcc6","XRCC6"
"Desi1","DESI1"
"Snu13","SNU13"
"Ccdc134","CCDC134"
"Srebf2","SREBF2"
"Shisa8","SHISA8"
"Tnfrsf13c","TNFRSF13C"
"Cenpm","CENPM"
"Naga","NAGA"
"Pheta2","PHETA2"
"Smdt1","SMDT1"
"Ndufa6","NDUFA6"
"Cyp2d22","CYP2D6"
"Tcf20","TCF20"
"Nfam1","NFAM1"
"Serhl","SERHL2"
"Rrp7a","RRP7A"
"Poldip3","POLDIP3"
"Cyb5r3","CYB5R3"
"A4galt","A4GALT"
"Arfgap3","ARFGAP3"
"Pacsin2","PACSIN2"
"Ttll1","TTLL1"
"Bik","BIK"
"Mcat","MCAT"
"Tspo","TSPO"
"Ttll12","TTLL12"
"Scube1","SCUBE1"
"Efcab6","EFCAB6"
"Sult4a1","SULT4A1"
"Pnpla5","PNPLA5"
"Pnpla3","PNPLA3"
"Samm50","SAMM50"
"Parvb","PARVB"
"Parvg","PARVG"
"Shisal1","SHISAL1"
"Rtl6","RTL6"
"Prr5","PRR5"
"Arhgap8","ARHGAP8"
"Phf21b","PHF21B"
"Nup50","NUP50"
"5031439G07Rik","KIAA0930"
"Upk3a","UPK3A"
"Fam118a","FAM118A"
"Ribc2","RIBC2"
"Fbln1","FBLN1"
"Atxn10","ATXN10"
"Wnt7b","WNT7B"
"Ppara","PPARA"
"Cdpf1","CDPF1"
"Pkdrej","PKDREJ"
"Ttc38","TTC38"
"Gtse1","GTSE1"
"Trmu","TRMU"
"Celsr1","CELSR1"
"Gramd4","GRAMD4"
"Cerk","CERK"
"Tbc1d22a","TBC1D22A"
"Tafa5","TAFA5"
"Brd1","BRD1"
"Zbed4","ZBED4"
"Alg12","ALG12"
"Creld2","CRELD2"
"Pim3","PIM3"
"Mlc1","MLC1"
"Panx2","PANX2"
"Trabd","TRABD"
"Selenoo","SELENOO"
"Tubgcp6","TUBGCP6"
"Hdac10","HDAC10"
"Mapk12","MAPK12"
"Mapk11","MAPK11"
"Plxnb2","PLXNB2"
"Dennd6b","DENND6B"
"Ppp6r2","PPP6R2"
"Sbf1","SBF1"
"Adm2","ADM2"
"Lmf2","LMF2"
"Ncaph2","NCAPH2"
"Sco2","SCO2"
"Odf3b","ODF3B"
"Cpt1b","CPT1B"
"Chkb","CHKB"
"Arsa","ARSA"
"Shank3","SHANK3"
"Acr","ACR"
"Cpne8","CPNE8"
"Kif21a","KIF21A"
"Abcd2","ABCD2"
"Slc2a13","SLC2A13"
"Lrrk2","LRRK2"
"Muc19","MUC19"
"Cntn1","CNTN1"
"Gxylt1","GXYLT1"
"Yaf2","YAF2"
"Zcrb1","ZCRB1"
"Pphln1","PPHLN1"
"Prickle1","PRICKLE1"
"Adamts20","ADAMTS20"
"Pus7l","PUS7L"
"Irak4","IRAK4"
"Twf1","TWF1"
"Tmem117","TMEM117"
"Ano6","ANO6"
"Arid2","ARID2"
"Scaf11","SCAF11"
"Slc38a1","SLC38A1"
"Slc38a2","SLC38A2"
"Slc38a4","SLC38A4"
"Amigo2","AMIGO2"
"Pced1b","PCED1B"
"Rpap3","RPAP3"
"Endou","ENDOU"
"Rapgef3","RAPGEF3"
"Slc48a1","SLC48A1"
"Hdac7","HDAC7"
"Vdr","VDR"
"Tmem106c","TMEM106C"
"Col2a1","COL2A1"
"Senp1","SENP1"
"Pfkm","PFKM"
"Asb8","ASB8"
"Ccdc184","CCDC184"
"Zfp641","ZNF641"
"Lalba","LALBA"
"Kansl2","KANSL2"
"Ccnt1","CCNT1"
"Adcy6","ADCY6"
"Cacnb3","CACNB3"
"Ddx23","DDX23"
"Rnd1","RND1"
"Ccdc65","CCDC65"
"Fkbp11","FKBP11"
"Arf3","ARF3"
"Wnt10b","WNT10B"
"Prkag1","PRKAG1"
"Kmt2d","KMT2D"
"Rhebl1","RHEBL1"
"Dhh","DHH"
"Lmbr1l","LMBR1L"
"Tuba1b","TUBA1B"
"Tuba1a","TUBA1A"
"Tuba1c","TUBA1C"
"Prph","PRPH"
"Troap","TROAP"
"Dnajc22","DNAJC22"
"Spats2","SPATS2"
"Kcnh3","KCNH3"
"Mcrs1","MCRS1"
"Prpf40b","PRPF40B"
"Fmnl3","FMNL3"
"Tmbim6","TMBIM6"
"Nckap5l","NCKAP5L"
"Bcdin3d","BCDIN3D"
"Faim2","FAIM2"
"Aqp2","AQP2"
"Aqp5","AQP5"
"Racgap1","RACGAP1"
"Smarcd1","SMARCD1"
"Gpd1","GPD1"
"Cox14","COX14"
"Cers5","CERS5"
"Lima1","LIMA1"
"Larp4","LARP4"
"Dip2b","DIP2B"
"Atf1","ATF1"
"Slc11a2","SLC11A2"
"Letmd1","LETMD1"
"Csrnp2","CSRNP2"
"Tfcp2","TFCP2"
"Pou6f1","POU6F1"
"Dazap2","DAZAP2"
"Smagp","SMAGP"
"Bin2","BIN2"
"Cela1","CELA1"
"Galnt6","GALNT6"
"Slc4a8","SLC4A8"
"Scn8a","SCN8A"
"Fignl2","FIGNL2"
"Acvrl1","ACVRL1"
"Acvr1b","ACVR1B"
"Nr4a1","NR4A1"
"Atg101","ATG101"
"Smim41","SMIM41"
"Krt80","KRT80"
"Krt7","KRT7"
"Krt5","KRT5"
"Krt1","KRT1"
"Krt4","KRT4"
"Krt79","KRT79"
"Krt8","KRT8"
"Krt18","KRT18"
"Eif4b","EIF4B"
"Tns2","TNS2"
"Spryd3","SPRYD3"
"Igfbp6","IGFBP6"
"Soat2","SOAT2"
"Csad","CSAD"
"Zfp740","ZNF740"
"Itgb7","ITGB7"
"Rarg","RARG"
"Mfsd5","MFSD5"
"Espl1","ESPL1"
"Pfdn5","PFDN5"
"Myg1","MYG1"
"Aaas","AAAS"
"Sp1","SP1"
"Amhr2","AMHR2"
"Pcbp2","PCBP2"
"Map3k12","MAP3K12"
"Tarbp2","TARBP2"
"Npff","NPFF"
"Atf7","ATF7"
"Atp5g2","ATP5MC2"
"Calcoco1","CALCOCO1"
"Smug1","SMUG1"
"Cbx5","CBX5"
"Nfe2","NFE2"
"Copz1","COPZ1"
"Zfp385a","ZNF385A"
"Itga5","ITGA5"
"Nckap1l","NCKAP1L"
"Pde1b","PDE1B"
"Ppp1r1a","PPP1R1A"
"Mefv","MEFV"
"Zfp263","ZNF263"
"Zfp174","ZNF174"
"Zfp597","ZNF597"
"Naa60","NAA60"
"1700037C18Rik","C16orf90"
"Cluap1","CLUAP1"
"Nlrc3","NLRC3"
"Slx4","SLX4"
"Trap1","TRAP1"
"Crebbp","CREBBP"
"Adcy9","ADCY9"
"Srl","SRL"
"Tfap4","TFAP4"
"Glis2","GLIS2"
"Coro7","CORO7"
"Vasn","VASN"
"Dnaja3","DNAJA3"
"Nmral1","NMRAL1"
"Hmox2","HMOX2"
"Cdip1","CDIP1"
"4930562C15Rik","C16orf96"
"Ubald1","UBALD1"
"Mgrn1","MGRN1"
"Nudt16l1","NUDT16L1"
"Anks3","ANKS3"
"Smim22","SMIM22"
"Rogdi","ROGDI"
"Glyr1","GLYR1"
"Ubn1","UBN1"
"Ppl","PPL"
"Sec14l5","SEC14L5"
"Nagpa","NAGPA"
"AU021092","C16orf89"
"Rbfox1","RBFOX1"
"Mettl22","METTL22"
"Abat","ABAT"
"Tmem186","TMEM186"
"Pmm2","PMM2"
"Carhsp1","CARHSP1"
"Usp7","USP7"
"1810013L24Rik","C16orf72"
"Grin2a","GRIN2A"
"Emp2","EMP2"
"Tekt5","TEKT5"
"Nubp1","NUBP1"
"Tvp23a","TVP23A"
"Ciita","CIITA"
"Dexi","DEXI"
"Clec16a","CLEC16A"
"Socs1","SOCS1"
"Rmi2","RMI2"
"Litaf","LITAF"
"Snn","SNN"
"Txndc11","TXNDC11"
"Zc3h7a","ZC3H7A"
"Rsl1d1","RSL1D1"
"Gspt1","GSPT1"
"Tnfrsf17","TNFRSF17"
"Snx29","SNX29"
"Cpped1","CPPED1"
"Shisa9","SHISA9"
"Ercc4","ERCC4"
"Mrtfb","MRTFB"
"Parn","PARN"
"Bfar","BFAR"
"Pla2g10","PLA2G10"
"Rrn3","RRN3"
"Ntan1","NTAN1"
"Pdxdc1","PDXDC1"
"Mpv17l","MPV17L"
"Marf1","MARF1"
"Nde1","NDE1"
"Myh11","MYH11"
"Abcc1","ABCC1"
"Snai2","SNAI2"
"Efcab1","CLXN"
"Ube2v2","UBE2V2"
"Mcm4","MCM4"
"Prkdc","PRKDC"
"Cebpd","CEBPD"
"Spidr","SPIDR"
"Pkp2","PKP2"
"Yars2","YARS2"
"Dnm1l","DNM1L"
"Fgd4","FGD4"
"Spag6l","SPAG6"
"Vpreb1","VPREB1"
"Top3b","TOP3B"
"Ppm1f","PPM1F"
"Mapk1","MAPK1"
"Ypel1","YPEL1"
"Ppil2","PPIL2"
"Sdf2l1","SDF2L1"
"Ccdc116","CCDC116"
"Ydjc","YDJC"
"Ube2l3","UBE2L5"
"Hic2","HIC2"
"Pi4ka","PI4KA"
"Serpind1","SERPIND1"
"Snap29","SNAP29"
"Crkl","CRKL"
"Aifm3","AIFM3"
"Lztr1","LZTR1"
"Thap7","THAP7"
"Lrrc74b","LRRC74B"
"P2rx6","P2RX6"
"Slc7a4","SLC7A4"
"Smpd4","SMPD4"
"Med15","MED15"
"Klhl22","KLHL22"
"Scarf2","SCARF2"
"Dgcr2","DGCR2"
"Ess2","ESS2"
"Slc25a1","SLC25A1"
"Prodh","PRODH"
"Rtn4r","RTN4R"
"Zdhhc8","ZDHHC8"
"Ranbp1","RANBP1"
"Trmt2a","TRMT2A"
"Dgcr8","DGCR8"
"Tango2","TANGO2"
"Arvcf","ARVCF"
"Comt","COMT"
"Txnrd2","TXNRD2"
"Gnb1l","GNB1L"
"Tbx1","TBX1"
"Gp1bb","GP1BB"
"Cldn5","CLDN5"
"Cdc45","CDC45"
"Ufd1","UFD1"
"2510002D24Rik","C22orf39"
"Mrpl40","MRPL40"
"Hira","HIRA"
"Olfr171","OR2AJ1"
"B3gnt5","B3GNT5"
"Klhl6","KLHL6"
"Klhl24","KLHL24"
"Yeats2","YEATS2"
"Parl","PARL"
"Abcc5","ABCC5"
"Eif2b5","EIF2B5"
"Dvl3","DVL3"
"Ap2m1","AP2M1"
"Abcf3","ABCF3"
"Alg3","ALG3"
"Eef1akmt4","EEF1AKMT4"
"Camk2n2","CAMK2N2"
"Ece2","ECE2"
"Psmd2","PSMD2"
"Eif4g1","EIF4G1"
"Fam131a","FAM131A"
"Clcn2","CLCN2"
"Polr2h","POLR2H"
"Thpo","THPO"
"Chrd","CHRD"
"Ephb3","EPHB3"
"Vps8","VPS8"
"2510009E07Rik","C3orf70"
"Ehhadh","EHHADH"
"Map3k13","MAP3K13"
"Liph","LIPH"
"Senp2","SENP2"
"Igf2bp2","IGF2BP2"
"Tra2b","TRA2B"
"Etv5","ETV5"
"Dgkg","DGKG"
"Tbccd1","TBCCD1"
"Dnajb11","DNAJB11"
"Ahsg","AHSG"
"Fetub","FETUB"
"Eif4a2","EIF4A2"
"Rfc4","RFC4"
"Adipoq","ADIPOQ"
"St6gal1","ST6GAL1"
"Masp1","MASP1"
"Rtp4","RTP4"
"Bcl6","BCL6"
"Lpp","LPP"
"Tprg","TPRG1"
"Trp63","TP63"
"P3h2","P3H2"
"Cldn1","CLDN1"
"Il1rap","IL1RAP"
"Gmnc","GMNC"
"Ccdc50","CCDC50"
"Fgf12","FGF12"
"Mb21d2","MB21D2"
"Plaat1","PLAAT1"
"Atp13a5","ATP13A5"
"Atp13a4","ATP13A4"
"Opa1","OPA1"
"Hes1","HES1"
"Cpn2","CPN2"
"Lrrc15","LRRC15"
"Gp5","GP5"
"Atp13a3","ATP13A3"
"Tmem44","TMEM44"
"Lsg1","LSG1"
"Fam43a","FAM43A"
"Xxylt1","XXYLT1"
"Acap2","ACAP2"
"Apod","APOD"
"Bdh1","BDH1"
"Dlg1","DLG1"
"0610012G03Rik","NCBP2AS2"
"Ncbp2","NCBP2"
"Senp5","SENP5"
"Pak2","PAK2"
"Pigx","PIGX"
"Cep19","CEP19"
"Nrros","NRROS"
"Fbxo45","FBXO45"
"Wdr53","WDR53"
"Rnf168","RNF168"
"Ubxn7","UBXN7"
"Pcyt1a","PCYT1A"
"Tfrc","TFRC"
"Tnk2","TNK2"
"Muc4","MUC4"
"Muc20","MUC20"
"Rubcn","RUBCN"
"Fyttd1","FYTTD1"
"Lrch3","LRCH3"
"Iqcg","IQCG"
"Lmln","LMLN"
"Osbpl11","OSBPL11"
"Snx4","SNX4"
"Zfp148","ZNF148"
"Slc12a8","SLC12A8"
"Heg1","HEG1"
"Muc13","MUC13"
"Itgb5","ITGB5"
"Umps","UMPS"
"Kalrn","KALRN"
"Ccdc14","CCDC14"
"Mylk","MYLK"
"Hacd2","HACD2"
"Adcy5","ADCY5"
"Sec22a","SEC22A"
"Pdia5","PDIA5"
"Sema5b","SEMA5B"
"Slc49a4","SLC49A4"
"Hspbap1","HSPBAP1"
"Parp14","PARP14"
"Dtx3l","DTX3L"
"Parp9","PARP9"
"Kpna1","KPNA1"
"Wdr5b","WDR5B"
"Fam162a","FAM162A"
"Ccdc58","MIX23"
"Cd86","CD86"
"Ildr1","ILDR1"
"Slc15a2","SLC15A2"
"Eaf2","EAF2"
"Iqcb1","IQCB1"
"Golgb1","GOLGB1"
"Hcls1","HCLS1"
"Fbxo40","FBXO40"
"Polq","POLQ"
"Gtf2e1","GTF2E1"
"Rabl3","RABL3"
"Ndufb4","NDUFB4"
"Fstl1","FSTL1"
"Gm36028","BTN3A1"
"Lrrc58","LRRC58"
"Gpr156","GPR156"
"Gsk3b","GSK3B"
"Nr1i2","NR1I2"
"Cox17","COX17"
"Popdc2","POPDC2"
"Pla1a","PLA1A"
"Adprh","ADPRH"
"Cd80","CD80"
"Timmdc1","TIMMDC1"
"Poglut1","POGLUT1"
"Tmem39a","TMEM39A"
"Arhgap31","ARHGAP31"
"B4galt4","B4GALT4"
"Upk1b","UPK1B"
"Igsf11","IGSF11"
"Lsamp","LSAMP"
"Gap43","GAP43"
"Zbtb20","ZBTB20"
"Qtrt2","QTRT2"
"Ccdc191","CCDC191"
"Zdhhc23","ZDHHC23"
"Gramd1c","GRAMD1C"
"Atp6v1a","ATP6V1A"
"Naa50","NAA50"
"Usf3","USF3"
"Sidt1","SIDT1"
"Spice1","SPICE1"
"Cfap44","CFAP44"
"Boc","BOC"
"Nepro","NEPRO"
"Gtpbp8","GTPBP8"
"Ccdc80","CCDC80"
"Slc35a5","SLC35A5"
"Atg3","ATG3"
"Btla","BTLA"
"Cd200","CD200"
"Gcsam","GCSAM"
"BC016579","C3orf52"
"Tagln3","TAGLN3"
"Abhd10","ABHD10"
"Phldb2","PHLDB2"
"Plcxd2","PLCXD2"
"Cd96","CD96"
"Nectin3","NECTIN3"
"Dppa2","DPPA2"
"Morc1","MORC1"
"Trat1","TRAT1"
"Dzip3","DZIP3"
"Cip2a","CIP2A"
"Ift57","IFT57"
"Cd47","CD47"
"Bbx","BBX"
"Cblb","CBLB"
"Alcam","ALCAM"
"Nfkbiz","NFKBIZ"
"Nxpe3","NXPE3"
"Cep97","CEP97"
"Zbtb11","ZBTB11"
"Trmt10c","TRMT10C"
"Senp7","SENP7"
"Impg2","IMPG2"
"Abi3bp","ABI3BP"
"Tfg","TFG"
"Tmem45a","TMEM45A"
"Tomm70a","TOMM70"
"Nit2","NIT2"
"Tbc1d23","TBC1D23"
"Cmss1","CMSS1"
"Filip1l","FILIP1L"
"Col8a1","COL8A1"
"Dcbld2","DCBLD2"
"St3gal6","ST3GAL6"
"Cpox","CPOX"
"Cldnd1","CLDND1"
"Riox2","RIOX2"
"Crybg3","CRYBG3"
"Arl6","ARL6"
"Nsun3","NSUN3"
"Arl13b","ARL13B"
"Stx19","STX19"
"Pros1","PROS1"
"Epha3","EPHA3"
"4930453N24Rik","C3orf38"
"Zfp654","ZNF654"
"Cggbp1","CGGBP1"
"Chmp2b","CHMP2B"
"Vgll3","VGLL3"
"Cadm2","CADM2"
"Gbe1","GBE1"
"Robo1","ROBO1"
"Robo2","ROBO2"
"Rbm11","RBM11"
"Hspa13","HSPA13"
"Samsn1","SAMSN1"
"Nrip1","NRIP1"
"Usp25","USP25"
"Cxadr","CXADR"
"Btg3","BTG3"
"D16Ertd472e","C21orf91"
"Chodl","CHODL"
"Mrpl39","MRPL39"
"Jam2","JAM2"
"Atp5j","ATP5PF"
"Gabpa","GABPA"
"App","APP"
"Cyyr1","CYYR1"
"Adamts1","ADAMTS1"
"Adamts5","ADAMTS5"
"N6amt1","N6AMT1"
"Ltn1","LTN1"
"Rwdd2b","RWDD2B"
"Usp16","USP16"
"Cct8","CCT8"
"Bach1","BACH1"
"Grik1","GRIK1"
"Cldn8","CLDN8"
"Tiam1","TIAM1"
"Sod1","SOD1"
"Scaf4","SCAF4"
"Hunk","HUNK"
"Mis18a","MIS18A"
"Mrap","MRAP"
"Urb1","URB1"
"Eva1c","EVA1C"
"Cfap298","CFAP298"
"Synj1","SYNJ1"
"Paxbp1","PAXBP1"
"Ifnar2","IFNAR2"
"Il10rb","IL10RB"
"Ifnar1","IFNAR1"
"Ifngr2","IFNGR2"
"Tmem50b","TMEM50B"
"Dnajc28","DNAJC28"
"Gart","GART"
"Son","SON"
"Donson","DONSON"
"Cryzl1","CRYZL1"
"Itsn1","ITSN1"
"Atp5o","ATP5PO"
"Mrps6","MRPS6"
"Slc5a3","SLC5A3"
"Kcne2","KCNE2"
"Smim11","SMIM11"
"Rcan1","RCAN1"
"Clic6","CLIC6"
"Runx1","RUNX1"
"Setd4","SETD4"
"Cbr1","CBR1"
"Cbr3","CBR3"
"Dop1b","DOP1B"
"Morc3","MORC3"
"Chaf1b","CHAF1B"
"Hlcs","HLCS"
"Ripply3","RIPPLY3"
"Pigp","PIGP"
"Ttc3","TTC3"
"Vps26c","VPS26C"
"Dyrk1a","DYRK1A"
"Kcnj15","KCNJ15"
"Erg","ERG"
"Ets2","ETS2"
"Psmg1","PSMG1"
"Lca5l","LCA5L"
"Sh3bgr","SH3BGR"
"B3galt5","B3GALT5"
"Dscam","DSCAM"
"Bace2","BACE2"
"Fam3b","FAM3B"
"Tmprss2","TMPRSS2"
"Ripk4","RIPK4"
"Prdm15","PRDM15"
"C2cd2","C2CD2"
"Zbtb21","ZBTB21"
"Scaf8","SCAF8"
"Tiam2","TIAM2"
"Tfb1m","TFB1M"
"Arid1b","ARID1B"
"Tmem242","TMEM242"
"Zdhhc14","ZDHHC14"
"Snx9","SNX9"
"Synj2","SYNJ2"
"Serac1","SERAC1"
"Gtf2h5","GTF2H5"
"Tulp4","TULP4"
"Tmem181a","TMEM181"
"Sytl3","SYTL3"
"Ezr","EZR"
"Fndc1","FNDC1"
"Mpc1","MPC1"
"Prr18","PRR18"
"T2","TBXT"
"Pde10a","PDE10A"
"1700010I14Rik","C6orf118"
"Pacrg","PACRG"
"Prkn","PRKN"
"Agpat4","AGPAT4"
"Map3k4","MAP3K4"
"Slc22a3","SLC22A3"
"Slc22a1","SLC22A1"
"Igf2r","IGF2R"
"Pnldc1","PNLDC1"
"Mrpl18","MRPL18"
"Tcp1","TCP1"
"Wtap","WTAP"
"Sod2","SOD2"
"Afdn","AFDN"
"Dact2","DACT2"
"Smoc2","SMOC2"
"Thbs2","THBS2"
"Wdr27","WDR27"
"1600012H06Rik","C6orf120"
"Phf10","PHF10"
"Dll1","DLL1"
"Fam120b","FAM120B"
"Psmb1","PSMB1"
"Tbp","TBP"
"Pdcd2","PDCD2"
"Prdm9","PRDM7"
"Chd1","CHD1"
"Rgmb","RGMB"
"Riok2","RIOK2"
"Lix1","LIX1"
"Lnpep","LNPEP"
"Spaca6","SPACA6"
"Has1","HAS1"
"Fpr1","FPR1"
"Fpr2","FPR2"
"Ppp2r1a","PPP2R1A"
"Zfp213","ZNF213"
"Zfp13","ZNF205"
"Mmp25","MMP25"
"Bicdl2","BICDL2"
"Thoc6","THOC6"
"Hcfc1r1","HCFC1R1"
"Cldn6","CLDN6"
"Pkmyt1","PKMYT1"
"Paqr4","PAQR4"
"Kremen2","KREMEN2"
"Flywch1","FLYWCH1"
"Flywch2","FLYWCH2"
"Srrm2","SRRM2"
"Elob","ELOB"
"Prss41","PRSS41"
"Prss22","PRSS22"
"Kctd5","KCTD5"
"Pdpk1","PDPK1"
"Amdhd2","AMDHD2"
"Atp6v0c","ATP6V0C"
"Tbc1d24","TBC1D24"
"Ntn3","NTN3"
"Tedc2","TEDC2"
"Ccnf","CCNF"
"Abca3","ABCA3"
"Rnps1","RNPS1"
"Eci1","ECI1"
"Dnase1l2","DNASE1L2"
"E4f1","E4F1"
"Pgp","PGP"
"Mlst8","MLST8"
"Bricd5","BRICD5"
"Caskin1","CASKIN1"
"Traf7","TRAF7"
"Rab26","RAB26"
"Pkd1","PKD1"
"Tsc2","TSC2"
"Nthl1","NTHL1"
"Slc9a3r2","SLC9A3R2"
"Npw","NPW"
"Zfp598","ZNF598"
"Syngr3","SYNGR3"
"Gfer","GFER"
"Noxo1","NOXO1"
"Tbl3","TBL3"
"Ndufb10","NDUFB10"
"Msrb1","MSRB1"
"Hs3st6","HS3ST6"
"Hagh","HAGH"
"Fahd1","FAHD1"
"Igfals","IGFALS"
"Nubp2","NUBP2"
"Spsb3","SPSB3"
"Eme2","EME2"
"Mapk8ip3","MAPK8IP3"
"Mrps34","MRPS34"
"Nme3","NME3"
"Jpt2","JPT2"
"Ift140","IFT140"
"Tmem204","TMEM204"
"Telo2","TELO2"
"Clcn7","CLCN7"
"BC003965","C16orf91"
"Unkl","UNKL"
"Gnptg","GNPTG"
"Tsr3","TSR3"
"Baiap3","BAIAP3"
"Ube2i","UBE2I"
"Cacna1h","CACNA1H"
"Tekt4","TEKT4"
"Sox8","SOX8"
"Lmf1","LMF1"
"Gng13","GNG13"
"Chtf18","CHTF18"
"Rpusd1","RPUSD1"
"Mslnl","MSLNL"
"Msln","MSLN"
"Ciao3","CIAO3"
"Haghl","HAGHL"
"Ccdc78","CCDC78"
"Metrn","METRN"
"Fbxl16","FBXL16"
"Wdr24","WDR24"
"Jmjd8","JMJD8"
"Stub1","STUB1"
"Rhbdl1","RHBDL1"
"Rhot2","RHOT2"
"Wdr90","WDR90"
"Mcrip2","MCRIP2"
"Mettl26","METTL26"
"Wfikkn1","WFIKKN1"
"Rab40c","RAB40C"
"Pigq","PIGQ"
"Nhlrc4","NHLRC4"
"Capn15","CAPN15"
"Rab11fip3","RAB11FIP3"
"Decr2","DECR2"
"Nme4","NME4"
"Mrpl28","MRPL28"
"Axin1","AXIN1"
"Pdia2","PDIA2"
"Arhgdig","ARHGDIG"
"Rgs11","RGS11"
"Fam234a","FAM234A"
"Luc7l","LUC7L"
"Neurl1b","NEURL1B"
"Dusp1","DUSP1"
"Ergic1","ERGIC1"
"Atp6v0e","ATP6V0E1"
"Crebrf","CREBRF"
"Bnip1","BNIP1"
"Nkx2-5","NKX2-5"
"Phf1","PHF1"
"Cuta","CUTA"
"Syngap1","SYNGAP1"
"Zbtb9","ZBTB9"
"Bak1","BAK1"
"Itpr3","ITPR3"
"Uqcc2","UQCC2"
"Ip6k3","IP6K3"
"Lemd2","LEMD2"
"Grm4","GRM4"
"Hmga1","HMGA1"
"AI413582","SMIM29"
"Nudt3","NUDT3"
"Pacsin1","PACSIN1"
"Spdef","SPDEF"
